schedule_season,schedule_week,home_id,score_home,score_away,away_id,favorite_id,spread_favorite,over_under_line,weather_temperature,weather_wind_mph,winner,cover,over
2004,10,11,49,14,29,11,-8.5,54.5,72,0,11,1,1
2004,10,15,24,14,7,15,-3.5,41,72,0,15,1,0
2004,10,17,23,17,19,17,-3.5,34.5,65,22,17,1,1
2004,10,18,17,20,25,25,-1,32,38,14,25,1,1
2004,10,20,34,31,31,20,-4.5,50,36,7,20,0,1
2004,10,22,29,6,4,22,-7,38,34,13,22,1,0
2004,10,24,23,12,27,27,-2.5,50.5,72,0,24,0,0
2004,10,26,27,20,10,10,-3.5,56.5,72,0,26,0,0
2004,10,30,17,19,2,30,-5.5,34,49,9,2,0,1
2004,10,32,10,17,3,32,-4,36.5,41,13,3,0,0
2004,10,12,21,49,14,14,-7,43,56,8,14,1,1
2004,11,2,10,41,11,11,-8,44.5,42,8,11,1,1
2004,11,3,14,19,28,28,-4,40.5,50,8,28,1,0
2004,11,4,37,17,24,4,-2,40,50,11,4,1,1
2004,11,6,7,10,18,18,-1.5,38,49,10,18,1,0
2004,11,7,35,3,1,7,-8,42,71,5,7,1,0
2004,11,14,28,6,32,14,-10,38.5,51,7,14,1,0
2004,11,16,10,14,15,15,-3,40,49,8,15,1,0
2004,11,29,13,16,20,20,-3,51,72,0,20,0,0
2004,11,17,15,18,30,17,-3,36,71,5,30,0,0
2004,11,21,35,10,8,21,-3,38,61,4,21,1,1
2004,11,23,17,23,9,9,-4.5,47.5,55,23,9,1,0
2004,11,25,30,10,12,25,-7.5,36,55,3,25,1,1
2004,11,26,13,34,5,5,-6,48.5,72,0,5,1,0
2004,11,27,24,17,13,27,-9.5,37,41,3,27,0,1
2004,11,31,22,19,19,31,-8,48,72,0,31,0,0
2004,11,10,19,27,22,22,-3,52,43,5,22,1,0
2004,12,12,21,7,2,12,-3.5,36,47,12,12,1,0
2004,12,19,9,41,11,11,-8.5,54,72,0,11,1,0
2004,12,1,17,24,13,0,0,37.5,54,18,13,0,1
2004,12,3,58,48,6,3,-6,37.5,40,14,3,1,1
2004,12,5,24,25,23,5,-11.5,42.5,24,15,23,0,1
2004,12,8,3,13,18,18,-3,36.5,59,12,18,1,0
2004,12,10,31,34,9,10,-3,54,34,11,9,0,1
2004,12,15,24,21,26,15,-9,47.5,72,0,15,0,0
2004,12,16,6,27,14,14,-7,35.5,55,21,14,1,0
2004,12,29,31,21,30,29,-2,43,72,0,29,1,1
2004,12,21,21,14,7,7,-3,39,48,7,21,0,0
2004,12,22,24,3,25,22,-7,34.5,47,20,22,1,0
2004,12,27,9,38,4,27,-4,38,40,5,4,0,1
2004,12,28,16,7,32,28,-10,34.5,43,14,28,0,0
2004,12,31,27,16,17,31,-6,45.5,72,0,31,1,0
2004,12,20,45,17,24,20,-7,51,31,6,20,1,1
2004,13,2,24,14,31,31,-7,40.5,37,9,2,0,0
2004,13,6,15,42,22,22,-11,41,40,10,22,1,1
2004,13,7,27,0,15,7,-2,39.5,61,5,7,1,0
2004,13,9,20,17,5,9,-3,46.5,54,11,9,0,0
2004,13,11,51,24,30,11,-12,54,72,0,11,1,1
2004,13,13,32,42,4,4,-5,34,72,8,4,1,1
2004,13,14,47,17,20,14,-5.5,48.5,45,12,14,1,1
2004,13,17,16,17,28,28,-3,35.5,53,4,28,0,0
2004,13,18,29,7,29,18,-7,42,47,14,18,1,0
2004,13,19,26,12,8,19,-6,37,72,0,19,1,1
2004,13,23,27,34,10,10,-1,52,46,8,10,1,1
2004,13,24,16,6,1,24,-11,49,72,0,24,0,0
2004,13,25,26,27,3,25,-6.5,37,43,6,3,0,1
2004,13,26,21,32,21,21,-2,46.5,72,0,21,1,1
2004,13,32,31,7,16,32,-3,33,45,8,32,1,1
2004,13,27,39,43,12,27,-7,42,40,10,12,0,1
2004,14,4,37,7,6,4,-11,38.5,32,14,4,1,1
2004,14,5,20,17,13,5,-11.5,41,45,14,5,0,0
2004,14,8,28,31,1,8,-7,36,62,6,1,0,1
2004,14,9,31,24,7,9,-4,42.5,56,5,9,1,1
2004,14,12,13,27,26,12,-7,49,56,10,26,0,0
2004,14,15,35,10,23,15,-7.5,46,72,0,15,1,0
2004,14,29,14,23,11,11,-10,57,72,0,11,0,0
2004,14,17,22,3,2,17,-7,34,49,9,17,1,0
2004,14,20,16,13,19,20,-9,41,33,17,20,0,0
2004,14,21,20,7,24,21,-7,44.5,43,7,21,1,0
2004,14,22,35,28,3,22,-10.5,47,42,13,22,0,1
2004,14,25,37,14,16,25,-10,34,42,12,25,1,1
2004,14,28,17,6,18,28,-4.5,35,33,11,28,1,0
2004,14,31,23,27,27,31,-6.5,54,72,0,27,0,0
2004,14,32,14,17,14,14,-8,38.5,44,12,14,0,0
2004,14,30,38,49,10,10,-2.5,53,43,10,10,1,1
2004,15,1,16,26,32,32,-6.5,36.5,51,3,32,1,1
2004,15,15,34,31,21,15,-3.5,41,72,0,15,0,1
2004,15,16,30,33,28,28,-10,36.5,34,11,28,0,1
2004,15,2,5,24,29,2,-1,34,14,20,29,0,0
2004,15,3,17,33,4,4,-3,41,29,21,4,1,1
2004,15,6,0,21,9,9,-8,35,24,18,9,1,0
2004,15,7,17,21,26,7,-7.5,43.5,58,9,26,0,0
2004,15,8,31,7,24,24,-3,41.5,61,8,8,0,0
2004,15,10,45,17,5,5,-3,52.5,20,16,10,0,1
2004,15,11,20,10,25,11,-7.5,48.5,72,0,11,1,0
2004,15,14,12,7,12,14,-11.5,45,36,5,14,0,0
2004,15,18,37,14,27,18,-6.5,41.5,40,8,18,1,1
2004,15,19,27,28,31,31,-3,48.5,72,0,31,0,1
2004,15,20,25,28,17,20,-3.5,37,7,19,17,0,1
2004,15,23,40,35,30,23,-3.5,49.5,48,7,23,1,1
2004,15,13,29,28,22,22,-10,44,58,9,13,0,1
2004,16,31,31,34,20,31,-3.5,56,72,0,20,0,1
2004,16,10,31,30,23,10,-9.5,60,27,17,10,0,1
2004,16,30,16,37,5,5,-4,50.5,21,3,5,1,1
2004,16,1,7,41,4,4,-10,41.5,52,12,4,1,1
2004,16,3,23,22,16,3,-6.5,46.5,24,8,3,0,0
2004,16,7,20,37,21,7,-1.5,39,52,21,21,0,1
2004,16,11,34,31,9,11,-7,56,72,0,11,0,1
2004,16,12,13,10,32,32,-2.5,35,41,7,12,0,0
2004,16,13,10,7,6,13,-9,40.5,69,16,13,0,0
2004,16,17,0,21,29,17,-6.5,36.5,43,21,29,0,0
2004,16,18,7,23,22,0,0,41.5,28,14,22,0,0
2004,16,19,19,13,2,19,-6,37,72,0,19,0,0
2004,16,26,26,13,15,26,-6.5,44,72,0,26,1,0
2004,16,27,24,21,8,27,-7,44,44,6,27,0,1
2004,16,28,20,7,25,28,-5,34,22,6,28,1,0
2004,16,24,20,7,14,24,-4,42.5,72,0,24,1,0
2005,17,1,20,17,29,29,-1,37.5,54,18,1,0,0
2005,17,6,20,16,25,25,-3,37,36,10,6,0,0
2005,17,7,27,13,26,7,-13,37.5,66,6,7,1,1
2005,17,10,37,3,3,10,-7.5,47,47,14,10,1,0
2005,17,11,17,13,8,11,-6,43.5,72,0,11,0,0
2005,17,12,10,20,24,12,-12.5,43,67,19,24,0,0
2005,17,14,20,31,32,32,-7,37,39,8,32,1,1
2005,17,15,11,44,21,21,-3.5,42,72,0,21,1,1
2005,17,17,40,13,30,17,-4,38,69,7,17,1,1
2005,17,18,30,26,4,18,-1.5,37.5,36,7,18,1,1
2005,17,20,23,17,27,20,-3,40.5,32,7,20,1,0
2005,17,22,26,28,13,22,-3,37,28,11,13,0,1
2005,17,28,35,21,19,28,-15.5,35.5,35,8,28,0,1
2005,17,31,34,10,2,31,-3,35,72,0,31,1,1
2005,1,22,30,20,23,22,-7.5,50,71,9,22,1,0
2005,1,1,28,25,24,24,-4.5,46,61,20,1,0,1
2005,1,4,22,7,29,4,-4.5,39,64,8,4,1,0
2005,1,6,13,27,3,3,-3.5,44.5,69,6,3,1,0
2005,1,9,24,28,12,9,-5,41,68,9,12,0,1
2005,1,10,27,7,18,10,-3,48.5,78,13,10,1,0
2005,1,13,34,10,5,5,-4.5,38.5,81,8,13,0,1
2005,1,16,42,19,8,16,-1.5,37.5,70,10,16,1,1
2005,1,17,26,14,27,17,-3,40,79,9,17,1,0
2005,1,19,17,3,20,19,-3,46,72,0,19,1,0
2005,1,21,20,23,26,21,-6.5,45.5,74,12,26,0,0
2005,1,25,7,24,11,11,-3,47,69,4,11,1,0
2005,1,28,34,7,30,28,-7,40.5,68,4,28,1,1
2005,1,31,13,24,7,31,-6,43.5,72,0,7,0,0
2005,1,32,9,7,2,32,-6,33,73,6,32,0,0
2005,1,15,14,10,14,14,-2,41.5,72,0,15,0,0
2005,2,2,38,6,19,19,-2.5,34,67,8,2,0,1
2005,2,3,37,8,31,3,-3,47,66,4,3,1,0
2005,2,5,20,17,9,5,-3,44,65,11,5,0,0
2005,2,7,19,3,4,7,-2.5,35,84,7,7,1,0
2005,2,8,12,17,24,24,-1,44,85,6,24,1,0
2005,2,11,10,3,17,11,-9,46,72,0,11,0,0
2005,2,14,42,3,1,14,-11.5,43,75,11,14,1,1
2005,2,29,7,27,28,28,-4.5,39.5,72,0,28,1,0
2005,2,18,17,7,13,18,-6,37,75,11,18,1,0
2005,2,20,24,26,6,20,-7,43,66,6,6,0,1
2005,2,21,27,17,22,22,-3,44,77,5,21,0,0
2005,2,23,17,23,10,10,-1.5,53,60,10,10,1,0
2005,2,27,21,18,15,27,-1,41.5,57,5,27,1,0
2005,2,30,25,10,25,25,-3.5,36,68,3,30,0,0
2005,2,12,13,14,32,12,-6,36,86,11,32,0,0
2005,2,16,27,10,26,16,-3,43,77,8,16,1,0
2005,3,1,31,34,12,12,-6.5,41,61,8,12,0,1
2005,3,2,7,24,3,3,-3,39,70,8,3,1,0
2005,3,4,16,24,15,4,-3,36,68,10,15,0,1
2005,3,9,45,23,16,9,-5.5,42.5,65,7,9,1,1
2005,3,11,13,6,6,11,-13.5,47,72,0,11,0,0
2005,3,13,27,24,21,21,-3.5,37.5,82,10,13,0,1
2005,3,14,23,20,23,14,-8.5,47,69,10,14,0,0
2005,3,18,20,26,17,18,-2.5,34.5,67,10,17,0,1
2005,3,20,16,17,7,7,-3,38,64,7,7,0,0
2005,3,24,31,27,30,24,-6.5,46,72,0,24,0,1
2005,3,27,37,12,8,27,-6.5,42,56,6,27,1,1
2005,3,28,20,23,22,28,-3,41.5,71,7,22,0,1
2005,3,31,33,16,26,31,-3.5,44.5,72,0,31,1,1
2005,3,5,30,10,10,5,-2.5,49,58,11,5,1,0
2005,4,3,16,10,29,3,-9.5,41.5,71,5,3,0,0
2005,4,7,17,13,19,7,-6.5,35,81,11,7,0,0
2005,4,8,31,14,1,8,-3,42,66,7,8,1,1
2005,4,10,31,37,14,10,-2.5,46.5,75,19,14,0,1
2005,4,15,30,10,31,15,-6,44.5,72,0,15,1,0
2005,4,16,44,24,24,16,-3,46,68,6,16,1,1
2005,4,17,7,20,5,17,-4,37.5,83,15,5,0,0
2005,4,22,17,41,9,22,-5.5,47,60,9,9,0,1
2005,4,23,19,13,12,23,-3,46,60,14,23,1,0
2005,4,25,13,3,18,25,-7.5,31.5,64,4,25,1,0
2005,4,26,19,7,4,4,-1,38.5,72,0,26,0,0
2005,4,30,10,31,11,11,-7,45,75,6,11,1,0
2005,4,32,20,17,27,32,-2,37,68,5,32,1,0
2005,4,21,32,29,20,21,-3,43,71,7,21,0,1
2005,5,1,3,28,11,11,-14,47,58,15,11,1,0
2005,5,4,20,14,13,4,-2.5,33,48,11,4,1,1
2005,5,5,21,19,32,5,-7,34.5,56,16,5,0,1
2005,5,6,20,10,2,6,-3,35,53,11,6,1,0
2005,5,8,20,24,21,21,-3,42,81,14,21,1,1
2005,5,12,33,10,14,14,-3.5,44,64,9,12,0,0
2005,5,15,28,31,22,15,-2.5,43.5,72,0,22,0,1
2005,5,29,20,34,30,29,-1.5,40.5,72,0,30,0,1
2005,5,17,23,20,3,17,-3,38,79,7,17,0,1
2005,5,18,14,12,7,7,-3.5,32,60,13,18,0,0
2005,5,19,35,17,25,19,-2,33,72,0,19,1,1
2005,5,20,52,3,26,20,-3,41,44,7,20,1,1
2005,5,24,31,37,27,24,-3,48,72,0,27,0,1
2005,5,9,22,24,28,9,-3,45.5,65,5,28,0,1
2005,6,2,28,3,31,2,-2,37.5,53,9,2,1,0
2005,6,4,27,17,18,4,-3,33,52,16,4,1,1
2005,6,5,28,20,22,5,-3,44,57,12,5,1,1
2005,6,7,27,13,13,7,-4.5,33,75,8,7,1,1
2005,6,10,28,21,32,10,-6.5,42.5,64,10,10,1,1
2005,6,12,16,13,16,12,-3.5,45.5,73,6,12,0,0
2005,6,19,20,21,21,0,0,42,72,0,21,0,0
2005,6,23,14,27,9,0,0,50.5,60,10,9,0,0
2005,6,25,16,3,6,25,-4,33.5,57,14,25,1,0
2005,6,26,31,34,15,15,-4,42,72,0,15,0,1
2005,6,27,42,10,29,27,-8.5,45.5,55,11,27,1,1
2005,6,28,17,23,17,28,-5,36,50,14,17,0,1
2005,6,30,23,31,3,3,-3,44.5,63,6,3,1,1
2005,6,11,45,28,24,11,-13,50.5,72,0,11,1,1
2005,7,13,20,30,10,10,-1,42.5,81,9,10,1,1
2005,7,2,10,6,25,2,-1,32,41,8,2,1,0
2005,7,3,13,27,28,3,-3,43,47,6,28,0,0
2005,7,6,10,13,19,6,-3,36,46,7,19,0,0
2005,7,8,20,10,30,8,-3,45,75,6,8,1,0
2005,7,14,20,17,9,14,-4,47,53,14,14,0,0
2005,7,16,24,23,5,16,-2,46.5,52,19,16,0,1
2005,7,29,20,38,11,11,-14.5,44.5,72,0,11,1,1
2005,7,23,38,17,4,23,-3,42,58,9,23,1,1
2005,7,24,28,17,26,24,-5,50,72,0,24,1,0
2005,7,27,13,10,12,27,-3,45.5,55,5,27,0,0
2005,7,31,23,20,20,31,-2,46,72,0,31,1,0
2005,7,32,52,17,1,32,-11.5,38,55,11,32,1,1
2005,7,15,27,14,18,15,-7.5,41,72,0,15,1,0
2005,8,1,15,10,7,7,-11.5,37,56,9,1,0,0
2005,8,3,21,14,20,3,-7,46,45,7,3,0,0
2005,8,5,49,21,14,5,-3,44,44,10,5,1,1
2005,8,9,28,20,10,9,-5,51,62,7,9,1,0
2005,8,12,34,13,8,12,-7,41,65,13,12,1,1
2005,8,16,36,0,32,16,-3,41,55,15,16,1,0
2005,8,29,19,16,6,29,-2,37.5,72,0,29,1,0
2005,8,19,13,19,2,19,-3,32.5,72,0,2,0,0
2005,8,21,38,13,31,21,-8,44,48,3,21,1,1
2005,8,22,21,16,4,22,-7,43.5,50,15,22,0,0
2005,8,24,24,21,17,17,-3,43,72,0,24,0,1
2005,8,26,6,21,13,26,-2,41,57,6,13,0,0
2005,8,30,25,34,23,23,-2,46,50,5,23,1,1
2005,8,28,20,19,25,28,-8.5,33,47,6,28,0,1
2005,9,1,6,24,16,16,-9.5,42,57,7,16,1,0
2005,9,6,20,14,30,6,-3,39,61,21,6,1,0
2005,9,7,14,34,21,0,0,36.5,74,7,21,0,1
2005,9,8,19,33,27,27,-4.5,44,68,6,27,1,1
2005,9,10,27,23,23,10,-4.5,51.5,50,10,10,0,0
2005,9,13,10,17,15,15,-2,39.5,78,6,15,1,0
2005,9,17,21,14,29,17,-11,37.5,72,5,17,0,0
2005,9,18,26,31,9,9,-5.5,41.5,59,9,9,0,1
2005,9,20,10,20,28,28,-6.5,42,43,19,28,1,0
2005,9,25,9,21,3,3,-3.5,36,59,8,3,1,0
2005,9,26,17,20,2,2,-2.5,34.5,74,5,2,1,1
2005,9,31,27,14,19,19,-1.5,37.5,72,0,31,0,1
2005,9,32,17,10,14,0,0,41,62,10,32,0,0
2005,9,22,21,40,11,11,-3,46.5,56,17,11,1,1
2005,10,2,17,9,1,2,-12,33,53,25,2,0,0
2005,10,4,14,3,10,4,-2.5,42.5,56,17,4,1,0
2005,10,7,36,35,32,32,-1,34,72,7,7,0,1
2005,10,11,31,17,29,11,-17,45,72,0,11,0,1
2005,10,13,16,23,22,22,-2.5,40,77,15,22,1,0
2005,10,15,25,33,20,15,-9.5,42,72,0,20,0,1
2005,10,16,21,24,31,16,-10,45,55,12,31,0,0
2005,10,17,30,3,25,17,-8,34,70,6,17,1,0
2005,10,19,29,21,8,19,-4,40,72,0,19,1,1
2005,10,21,30,3,18,21,-9.5,40.5,54,4,21,1,0
2005,10,23,17,31,5,5,-2.5,47,53,6,5,1,1
2005,10,27,31,16,24,27,-7,48.5,45,9,27,1,0
2005,10,28,34,21,6,28,-7.5,34.5,52,11,28,1,1
2005,10,14,20,21,12,14,-3,40,60,10,12,0,1
2005,11,1,25,27,27,27,-12,42.5,57,2,27,0,1
2005,11,2,13,3,21,21,-3,34.5,40,7,2,0,0
2005,11,3,37,45,11,11,-4.5,48.5,44,8,11,1,1
2005,11,5,27,0,18,5,-13,41,39,10,5,1,0
2005,11,6,22,0,13,6,-2.5,34.5,45,12,6,1,0
2005,11,9,48,10,4,9,-9,42,67,6,9,1,1
2005,11,12,20,7,19,12,-8,39,53,11,12,1,0
2005,11,15,27,30,7,15,-6,38,72,0,7,0,1
2005,11,16,27,17,14,16,-3.5,43,48,11,16,1,1
2005,11,29,17,45,10,10,-6.5,44.5,72,0,10,1,1
2005,11,22,24,17,26,22,-10,45,43,12,22,0,0
2005,11,24,28,38,8,24,-9,48,72,0,8,0,1
2005,11,25,16,13,28,28,-4,34.5,42,4,25,0,0
2005,11,30,28,31,17,17,-4,38,46,4,17,0,1
2005,11,32,13,16,23,32,-6,42,45,6,23,0,0
2005,11,20,17,20,31,20,-3.5,45,38,15,31,0,0
2005,12,12,21,24,5,12,-1.5,41,57,5,5,0,1
2005,12,19,7,27,15,15,-3,40.5,72,0,15,1,0
2005,12,3,42,29,25,3,-9,36.5,51,10,3,1,1
2005,12,4,9,13,21,21,-4,36.5,33,7,21,0,0
2005,12,7,10,13,2,7,-3,33,70,9,2,0,0
2005,12,8,17,24,17,17,-3.5,41.5,58,19,17,1,0
2005,12,10,26,16,22,10,-3,51,59,17,10,1,0
2005,12,14,19,14,20,14,-3.5,41.5,41,5,14,1,0
2005,12,29,27,33,24,24,-3.5,44.5,72,0,24,1,1
2005,12,18,19,21,26,26,-1,37,45,6,26,1,1
2005,12,23,21,33,13,23,-7,42.5,46,5,13,0,1
2005,12,27,24,21,16,27,-5.5,47.5,39,7,27,0,0
2005,12,30,33,22,1,30,-7,42.5,57,16,30,1,1
2005,12,31,24,12,6,31,-3.5,40,72,0,31,1,0
2005,12,32,17,23,9,9,-3,44,43,5,9,1,0
2005,12,11,26,7,28,11,-8,47,72,0,11,1,0
2005,13,1,10,17,8,8,-3,43.5,49,8,8,1,0
2005,13,2,19,7,20,2,-7,32,26,11,2,1,0
2005,13,6,14,20,17,17,-3,36.5,27,10,17,1,0
2005,13,9,34,10,23,9,-10,50.5,57,6,9,1,0
2005,13,10,31,27,5,0,0,47,22,11,10,0,1
2005,13,11,35,3,30,11,-14,47.5,72,0,11,1,0
2005,13,13,24,23,4,13,-3,35.5,69,7,13,0,1
2005,13,16,17,10,12,16,-3,41,33,11,16,1,0
2005,13,19,16,21,31,31,-3,38,72,0,31,1,0
2005,13,21,24,6,15,21,-3,43.5,49,6,21,1,0
2005,13,22,16,3,18,22,-7.5,42.5,29,11,22,1,0
2005,13,24,9,24,32,32,-3,45,72,0,32,1,0
2005,13,25,16,15,29,25,-7,37,37,10,25,0,0
2005,13,26,3,10,7,7,-3.5,39,72,14,7,1,0
2005,13,28,31,38,3,28,-4,43,27,8,3,0,1
2005,13,14,0,42,27,27,-3,44,34,7,27,1,0
2005,14,3,23,20,6,3,-12.5,41.5,33,17,3,0,1
2005,14,4,7,35,22,22,-3.5,38,29,16,22,1,1
2005,14,5,12,10,25,5,-14,40.5,28,10,5,0,0
2005,14,8,13,17,32,32,-3,41.5,56,4,32,1,0
2005,14,9,21,23,13,9,-13.5,45,61,4,13,0,0
2005,14,12,31,28,10,12,-3,44,49,10,12,0,1
2005,14,14,23,26,16,16,-3,40,32,7,16,0,1
2005,14,17,18,26,11,11,-7.5,43,57,10,11,1,1
2005,14,18,26,10,23,23,-3,37.5,36,11,18,0,0
2005,14,20,16,13,19,20,-5.5,37,23,13,20,0,0
2005,14,21,10,20,7,21,-5.5,37,40,8,7,0,0
2005,14,27,41,3,1,27,-15.5,45,35,4,27,1,0
2005,14,28,21,9,2,28,-4,32,30,10,28,1,0
2005,14,30,13,10,29,30,-6.5,44,40,11,30,0,0
2005,14,31,27,13,24,31,-7,45.5,72,0,31,1,0
2005,14,15,36,17,26,15,-10,44,72,0,15,1,1
2005,15,4,17,28,5,5,-8,35,27,17,5,1,1
2005,15,16,27,17,10,16,-3,45.5,39,13,16,1,0
2005,15,22,28,0,7,22,-4.5,36,36,16,22,1,0
2005,15,2,16,3,15,2,-3,30.5,12,10,2,1,0
2005,15,11,17,26,9,11,-7.5,51,72,0,9,0,0
2005,15,13,24,20,18,13,-7.5,35.5,76,7,13,0,1
2005,15,29,30,19,8,8,-1,43.5,72,0,29,0,1
2005,15,17,10,9,1,17,-14.5,39.5,54,17,17,0,0
2005,15,19,17,41,3,3,-7.5,44,72,0,3,1,1
2005,15,23,7,9,6,23,-3,40.5,52,19,6,0,0
2005,15,24,16,17,14,24,-3,44,72,0,14,0,0
2005,15,26,10,27,21,21,-7,40.5,46,6,21,1,0
2005,15,30,24,28,27,27,-7.5,45,40,6,27,0,1
2005,15,31,3,18,28,28,-3,41.5,72,0,28,1,0
2005,15,32,35,7,12,32,-3,36,38,5,32,1,1
2005,15,25,48,3,20,25,-3.5,33,33,11,25,1,1
2005,16,3,27,37,4,3,-13,44,44,12,4,0,1
2005,16,5,22,3,23,5,-12.5,42.5,38,14,5,1,0
2005,16,6,0,41,28,28,-7,33,41,10,28,1,1
2005,16,7,27,24,15,7,-3,37.5,55,6,7,0,1
2005,16,8,27,21,14,8,-1,39.5,61,4,8,1,1
2005,16,10,20,7,9,10,-1,49.5,43,16,10,1,0
2005,16,13,24,10,30,13,-5.5,43,68,8,13,1,0
2005,16,29,20,38,17,17,-6,38,72,0,17,1,1
2005,16,21,20,24,12,21,-5.5,38.5,42,7,12,0,1
2005,16,24,20,24,1,24,-9,42,72,0,1,0,1
2005,16,26,12,13,19,26,-3,37.5,72,0,19,0,0
2005,16,27,28,13,11,27,-7,47,55,8,27,1,0
2005,16,32,35,20,16,32,-3,38,43,7,32,1,1
2005,16,20,17,24,2,2,-7,31,34,10,2,0,1
2005,16,25,30,23,31,25,-2.5,34,34,5,25,1,1
2005,16,18,21,31,22,22,-4,37.5,49,13,22,1,1
2005,17,9,7,23,5,9,-7,44,57,5,5,0,0
2005,17,23,21,30,16,16,-7.5,44,58,26,16,1,1
2006,1,28,28,17,13,28,-1.5,34.5,62,3,28,1,1
2006,1,6,14,19,26,6,-3,36,65,13,26,0,0
2006,1,7,0,27,25,7,-3,33,81,6,25,0,0
2006,1,8,34,27,1,8,-9.5,44,72,0,8,0,1
2006,1,10,10,23,3,3,-1.5,49.5,69,11,3,1,0
2006,1,16,21,26,11,11,-3,47.5,72,10,11,1,0
2006,1,29,10,24,14,14,-6,37,72,0,14,1,0
2006,1,17,24,17,12,12,-2.5,36.5,80,10,17,0,1
2006,1,19,6,9,27,27,-6,44,72,0,27,0,0
2006,1,20,0,26,2,2,-3.5,35,56,11,2,1,0
2006,1,21,6,20,15,21,-4.5,39,73,6,15,0,0
2006,1,22,19,17,4,22,-10,41,64,13,22,0,0
2006,1,24,18,10,5,5,-3.5,46,72,0,24,0,0
2006,1,30,16,23,18,30,-2.5,35,78,6,18,0,1
2006,1,23,0,27,9,9,-3,41.5,62,8,9,1,0
2006,1,32,16,19,31,32,-4,35.5,67,9,31,0,0
2006,2,1,20,13,24,24,-3,44.5,62,10,1,0,0
2006,2,2,34,7,19,2,-7,32,71,12,2,1,1
2006,2,3,34,17,6,3,-10.5,40.5,70,9,3,1,1
2006,2,5,9,6,10,5,-11,38,52,22,5,0,0
2006,2,9,40,7,30,9,-12,38.5,68,7,9,1,1
2006,2,11,43,24,29,11,-12.5,47,72,0,11,1,1
2006,2,12,27,10,32,12,-7,37,83,16,12,1,0
2006,2,13,6,16,4,13,-6.5,37,82,10,4,0,0
2006,2,14,24,30,16,14,-3,42,71,6,16,0,1
2006,2,15,14,3,7,15,-4.5,36,72,0,15,1,0
2006,2,18,17,24,22,22,-6,38.5,73,6,22,1,1
2006,2,20,27,34,26,26,-1,40.5,73,12,26,1,1
2006,2,25,28,6,23,25,-13,34,70,5,25,1,0
2006,2,27,21,10,8,27,-7,48,58,9,27,1,0
2006,2,31,16,13,21,31,-2,37.5,72,0,31,1,0
2006,2,17,9,0,28,28,-2.5,36.5,82,10,17,0,0
2006,3,1,24,38,14,14,-6,42.5,60,12,14,1,1
2006,3,4,20,28,18,4,-6,33,66,21,18,0,1
2006,3,6,14,15,25,25,-6.5,33,66,17,25,0,0
2006,3,7,24,26,21,21,-3,33.5,82,5,21,0,1
2006,3,8,14,16,24,8,-5.5,45,72,0,24,0,0
2006,3,11,21,14,17,11,-6.5,41.5,72,0,11,1,0
2006,3,13,13,10,30,13,-10.5,36,84,11,13,0,0
2006,3,29,15,31,32,32,-3.5,37.5,72,0,32,1,1
2006,3,19,24,31,20,19,-6.5,41,72,0,20,0,1
2006,3,22,7,17,5,22,-6.5,38.5,72,16,5,0,0
2006,3,27,42,30,16,27,-4,43,61,8,27,1,1
2006,3,28,20,28,3,28,-2,42,67,16,3,0,1
2006,3,31,16,19,2,2,-3.5,35,72,0,2,0,0
2006,3,26,23,3,15,15,-4,45,72,0,26,0,0
2006,4,2,37,6,27,2,-3.5,37,58,6,2,1,1
2006,4,3,13,38,22,3,-6,46,60,7,22,0,1
2006,4,4,17,12,31,4,-1,34.5,55,12,4,1,0
2006,4,10,41,0,1,10,-7,39.5,72,14,10,1,1
2006,4,15,32,10,8,15,-7.5,42,72,0,15,1,0
2006,4,29,17,15,13,13,-4,40,72,0,29,0,0
2006,4,18,28,31,11,11,-8,46,66,13,11,0,1
2006,4,21,21,18,26,21,-7.5,41,64,4,21,0,0
2006,4,23,21,24,6,6,-2.5,33.5,61,10,6,1,1
2006,4,24,41,34,19,24,-5,42.5,72,0,24,1,1
2006,4,25,16,13,9,9,-1,33.5,61,8,25,0,0
2006,4,30,14,45,12,12,-9.5,37,72,5,12,1,1
2006,4,32,36,30,17,17,-3,34,64,9,32,0,1
2006,4,14,31,9,20,14,-11.5,49.5,62,12,14,1,0
2006,5,1,34,20,23,1,-3.5,39.5,60,11,1,1,1
2006,5,2,40,7,4,2,-9.5,34.5,57,9,2,1,1
2006,5,8,20,23,10,10,-3.5,40,72,0,10,0,1
2006,5,9,23,13,28,9,-3,37.5,64,6,9,1,0
2006,5,11,14,13,30,11,-18,47.5,72,0,11,0,0
2006,5,14,38,24,12,14,-2,43,61,7,14,1,1
2006,5,16,19,3,32,16,-5.5,45.5,61,6,16,1,0
2006,5,17,41,0,18,17,-7,38,69,12,17,1,1
2006,5,20,20,23,24,24,-2.5,46.5,60,11,24,1,0
2006,5,21,20,12,6,21,-7.5,38,58,13,21,1,0
2006,5,22,20,10,13,22,-9.5,36.5,54,6,22,1,0
2006,5,26,24,21,7,26,-7,35,72,0,26,0,1
2006,5,31,26,17,19,31,-6,41,72,0,31,1,1
2006,5,5,13,3,25,5,-5,33.5,39,14,5,1,0
2006,6,1,19,48,9,9,-10,42.5,56,12,9,1,1
2006,6,5,13,3,23,5,-16,37,55,7,5,0,0
2006,6,7,14,13,3,3,-5,44.5,72,7,7,0,0
2006,6,12,34,6,29,12,-13,44,66,10,12,1,0
