schedule_date,schedule_season,schedule_week,team_home,home_id,score_home,score_away,team_away,away_id,team_favorite,favorite_id,spread_favorite,over_under_line,winner,cover,over,stadium,weather_temperature,weather_wind_mph,weather_detail
12/06/2009,2009,13,Washington,32,30,33,Saints,26,Saints,26,-8,47,26,0,1,FedEx Field,34,11,
12/07/2009,2009,13,Packers,20,27,14,Ravens,25,Packers,20,-4,43,20,1,0,Lambeau Field,25,9,
12/10/2009,2009,14,Browns,6,13,6,Steelers,28,Steelers,28,-10,34.5,6,0,0,FirstEnergy Stadium,22,27,
12/13/2009,2009,14,Bears,2,14,21,Packers,20,Packers,20,-4,42,20,1,0,Soldier Field,35,12,
12/13/2009,2009,14,Buccaneers,7,3,26,Jets,18,Jets,18,-3.5,36.5,18,1,0,Raymond James Stadium,75,5,
12/13/2009,2009,14,Chiefs,10,10,16,Bills,4,Bills,4,-2.5,38,4,1,0,Arrowhead Stadium,42,9,
12/13/2009,2009,14,Colts,11,28,16,Broncos,5,Colts,11,-6.5,43.5,11,1,1,Lucas Oil Stadium,72,0,DOME
12/13/2009,2009,14,Cowboys,12,17,20,Chargers,9,Cowboys,12,-3.5,48.5,9,0,0,Cowboys Stadium,64,10,
12/13/2009,2009,14,Falcons,15,23,26,Saints,26,Saints,26,-10,50,26,0,0,Georgia Dome,72,0,DOME
12/13/2009,2009,14,Giants,16,38,45,Eagles,14,Eagles,14,-1,42.5,14,1,1,Giants Stadium,42,11,Rain | Fog
12/13/2009,2009,14,Texans,29,34,7,Seahawks,27,Texans,29,-7,45,29,1,0,Reliant Stadium,72,0,DOME
12/13/2009,2009,14,Jaguars,17,10,14,Dolphins,13,Jaguars,17,-2,43,13,0,0,EverBank Field,77,9,
12/13/2009,2009,14,Patriots,22,20,10,Panthers,21,Patriots,22,-12.5,43.5,22,0,0,Gillette Stadium,40,9,
12/13/2009,2009,14,Raiders,23,13,34,Washington,32,Washington,32,-2.5,37.5,32,1,1,Oakland Coliseum,52,14,Rain | Fog
12/13/2009,2009,14,Ravens,25,48,3,Lions,19,Ravens,25,-14,40.5,25,1,1,M&T Bank Stadium,35,4,Rain
12/13/2009,2009,14,Titans,30,47,7,Rams,24,Titans,30,-14,40,30,1,1,Nissan Stadium,51,10,
12/13/2009,2009,14,Vikings,31,30,10,Bengals,3,Vikings,31,-6,42.5,31,1,0,Mall of America Field,72,0,DOME
12/14/2009,2009,14,49ers,1,24,9,Cardinals,8,Cardinals,8,-4,45,1,0,0,Candlestick Park,53,6,
12/17/2009,2009,15,Jaguars,17,31,35,Colts,11,Colts,11,-3,43.5,11,1,1,EverBank Field,60,17,
12/19/2009,2009,15,Saints,26,17,24,Cowboys,12,Saints,26,-7.5,53.5,12,0,0,Louisiana Superdome,72,0,DOME
12/20/2009,2009,15,Bills,4,10,17,Patriots,22,Patriots,22,-7,41,22,0,0,Ralph Wilson Stadium,29,6,
12/20/2009,2009,15,Broncos,5,19,20,Raiders,23,Broncos,5,-14,37,23,0,1,Sports Authority Field at Mile High,55,8,
12/20/2009,2009,15,Chargers,9,27,24,Bengals,3,Chargers,9,-7,43.5,9,0,1,Qualcomm Stadium,70,3,
12/20/2009,2009,15,Chiefs,10,34,41,Browns,6,Chiefs,10,-3,37,6,0,1,Arrowhead Stadium,38,11,
12/20/2009,2009,15,Eagles,14,27,13,49ers,1,Eagles,14,-7.5,41,14,1,0,Lincoln Financial Field,34,17,
12/20/2009,2009,15,Jets,18,7,10,Falcons,15,Jets,18,-7,35.5,15,0,0,Giants Stadium,29,21,
12/20/2009,2009,15,Lions,19,24,31,Cardinals,8,Cardinals,8,-14,47,8,0,1,Ford Field,72,0,DOME
12/20/2009,2009,15,Panthers,21,26,7,Vikings,31,Vikings,31,-9,43,21,0,0,Bank of America Stadium,39,7,
12/20/2009,2009,15,Rams,24,13,16,Texans,29,Texans,29,-14,43.5,29,0,0,Edward Jones Dome,72,0,DOME
12/20/2009,2009,15,Ravens,25,31,7,Bears,2,Ravens,25,-11,39,25,1,0,M&T Bank Stadium,30,12,
12/20/2009,2009,15,Seahawks,27,7,24,Buccaneers,7,Seahawks,27,-6.5,39,7,0,0,CenturyLink Field,54,7,
12/20/2009,2009,15,Steelers,28,37,36,Packers,20,Steelers,28,-2.5,41,28,0,1,Heinz Field,27,8,
12/20/2009,2009,15,Titans,30,27,24,Dolphins,13,Titans,30,-4.5,43,30,0,1,Nissan Stadium,35,9,
12/21/2009,2009,15,Washington,32,12,45,Giants,16,Giants,16,-3,43.5,16,1,1,FedEx Field,35,10,
12/25/2009,2009,16,Titans,30,17,42,Chargers,9,Titans,30,-2,48,9,0,1,Nissan Stadium,46,20,
12/27/2009,2009,16,49ers,1,20,6,Lions,19,49ers,1,-14,41,1,0,0,Candlestick Park,54,6,
12/27/2009,2009,16,Bengals,3,17,10,Chiefs,10,Bengals,3,-13,39.5,3,0,0,Paul Brown Stadium,41,11,
12/27/2009,2009,16,Browns,6,23,9,Raiders,23,Browns,6,-3,37,6,1,0,FirstEnergy Stadium,33,7,
12/27/2009,2009,16,Cardinals,8,31,10,Rams,24,Cardinals,8,-16,43.5,8,1,0,University of Phoenix Stadium,72,0,DOME
12/27/2009,2009,16,Colts,11,15,29,Jets,18,Colts,11,-3,40.5,18,0,1,Lucas Oil Stadium,72,0,DOME
12/27/2009,2009,16,Dolphins,13,20,27,Texans,29,Dolphins,13,-2,47,29,0,0,Sun Life Stadium,75,5,
12/27/2009,2009,16,Eagles,14,30,27,Broncos,5,Eagles,14,-7,43,14,0,1,Lincoln Financial Field,49,11,
12/27/2009,2009,16,Falcons,15,31,3,Bills,4,Falcons,15,-8,40,15,1,0,Georgia Dome,72,0,DOME
12/27/2009,2009,16,Giants,16,9,41,Panthers,21,Giants,16,-8.5,43,21,0,1,Giants Stadium,49,17,
12/27/2009,2009,16,Packers,20,48,10,Seahawks,27,Packers,20,-13.5,43.5,20,1,1,Lambeau Field,18,5,Fog
12/27/2009,2009,16,Patriots,22,35,7,Jaguars,17,Patriots,22,-9,44.5,22,1,0,Gillette Stadium,55,18,
12/27/2009,2009,16,Saints,26,17,20,Buccaneers,7,Saints,26,-14,48.5,7,0,0,Louisiana Superdome,72,0,DOME
12/27/2009,2009,16,Steelers,28,23,20,Ravens,25,Steelers,28,-3,43,28,0,0,Heinz Field,38,8,
12/27/2009,2009,16,Washington,32,0,17,Cowboys,12,Cowboys,12,-7,42,12,1,0,FedEx Field,42,6,
12/28/2009,2009,16,Bears,2,36,30,Vikings,31,Vikings,31,-8.5,42,2,0,1,Soldier Field,26,16,
01/02/2011,2010,17,49ers,1,38,7,Cardinals,8,49ers,1,-6,39,1,1,1,Candlestick Park,50,3,
01/02/2011,2010,17,Broncos,5,28,33,Chargers,9,Chargers,9,-3.5,47.5,9,1,1,Sports Authority Field at Mile High,45,4,
01/02/2011,2010,17,Browns,6,9,41,Steelers,28,Steelers,28,-6.5,38,28,1,1,FirstEnergy Stadium,25,1,
01/02/2011,2010,17,Chiefs,10,10,31,Raiders,23,Chiefs,10,-4.5,43.5,23,0,0,Arrowhead Stadium,30,1,
01/02/2011,2010,17,Colts,11,23,20,Titans,30,Colts,11,-9.5,48,11,0,0,Lucas Oil Stadium,72,0,DOME
01/02/2011,2010,17,Eagles,14,13,14,Cowboys,12,PICK,0,0,43.5,12,0,0,Lincoln Financial Field,48,1,Rain
01/02/2011,2010,17,Falcons,15,31,10,Panthers,21,Falcons,15,-14.5,41.5,15,1,0,Georgia Dome,72,0,DOME
01/02/2011,2010,17,Texans,29,34,17,Jaguars,17,Texans,29,-4,48,29,1,1,Reliant Stadium,60,1,DOME (Open Roof)
01/02/2011,2010,17,Jets,18,38,7,Bills,4,Jets,18,-1.5,38,18,1,1,MetLife Stadium,48,5,Fog
01/02/2011,2010,17,Lions,19,20,13,Vikings,31,Lions,19,-3.5,43.5,19,1,0,Ford Field,72,0,DOME
01/02/2011,2010,17,Packers,20,10,3,Bears,2,Packers,20,-10.5,43.5,20,0,0,Lambeau Field,19,1,
01/02/2011,2010,17,Patriots,22,38,7,Dolphins,13,Patriots,22,-6,44,22,1,1,Gillette Stadium,47,5,Fog
01/02/2011,2010,17,Ravens,25,13,7,Bengals,3,Ravens,25,-9.5,43,25,0,0,M&T Bank Stadium,51,7,
01/02/2011,2010,17,Saints,26,13,23,Buccaneers,7,Saints,26,-7,47,7,0,0,Louisiana Superdome,72,0,DOME
01/02/2011,2010,17,Seahawks,27,16,6,Rams,24,Rams,24,-3,41.5,27,0,0,CenturyLink Field,34,4,
01/02/2011,2010,17,Washington,32,14,17,Giants,16,Giants,16,-4,44.5,16,0,0,FedEx Field,44,7,Rain
09/09/2010,2010,1,Saints,26,14,9,Vikings,31,Saints,26,-5,49.5,26,0,0,Louisiana Superdome,72,0,DOME
09/12/2010,2010,1,Bears,2,19,14,Lions,19,Bears,2,-6.5,45,2,0,0,Soldier Field,75,1,
09/12/2010,2010,1,Bills,4,10,15,Dolphins,13,Dolphins,13,-3,39,13,1,0,Ralph Wilson Stadium,64,7,
09/12/2010,2010,1,Buccaneers,7,17,14,Browns,6,Buccaneers,7,-2.5,37,7,1,0,Raymond James Stadium,87,6,
09/12/2010,2010,1,Eagles,14,20,27,Packers,20,Packers,20,-3,48,20,1,0,Lincoln Financial Field,69,4,
09/12/2010,2010,1,Giants,16,31,18,Panthers,21,Giants,16,-6,41,16,1,1,MetLife Stadium,65,1,Rain
09/12/2010,2010,1,Texans,29,34,24,Colts,11,Colts,11,-1,48,29,0,1,Reliant Stadium,89,5,DOME (Open Roof)
09/12/2010,2010,1,Jaguars,17,24,17,Broncos,5,Jaguars,17,-3,41.5,17,1,0,EverBank Field,91,1,
09/12/2010,2010,1,Patriots,22,38,24,Bengals,3,Patriots,22,-5.5,45,22,1,1,Gillette Stadium,63,10,
09/12/2010,2010,1,Rams,24,13,17,Cardinals,8,Cardinals,8,-3,39.5,8,1,0,Edward Jones Dome,72,0,DOME
09/12/2010,2010,1,Seahawks,27,31,6,49ers,1,49ers,1,-3,37,27,0,0,CenturyLink Field,64,11,
09/12/2010,2010,1,Steelers,28,15,9,Falcons,15,Falcons,15,-1.5,39.5,28,0,0,Heinz Field,65,9,
09/12/2010,2010,1,Titans,30,38,13,Raiders,23,Titans,30,-6.5,40,30,1,1,Nissan Stadium,77,9,
09/12/2010,2010,1,Washington,32,13,7,Cowboys,12,Cowboys,12,-3,40,32,0,0,FedEx Field,66,2,
09/13/2010,2010,1,Chiefs,10,21,14,Chargers,9,Chargers,9,-4,45.5,10,0,0,Arrowhead Stadium,81,1,
09/13/2010,2010,1,Jets,18,9,10,Ravens,25,Jets,18,-1,36.5,25,0,0,MetLife Stadium,73,1,Rain
09/19/2010,2010,2,Bengals,3,15,10,Ravens,25,Ravens,25,-3,39.5,3,0,0,Paul Brown Stadium,78,1,
09/19/2010,2010,2,Broncos,5,31,14,Seahawks,27,Broncos,5,-3.5,41,5,1,1,Sports Authority Field at Mile High,91,9,
09/19/2010,2010,2,Browns,6,14,16,Chiefs,10,Browns,6,-3,38,10,0,0,FirstEnergy Stadium,65,1,
09/19/2010,2010,2,Chargers,9,38,13,Jaguars,17,Chargers,9,-7,45,9,1,1,Qualcomm Stadium,76,8,
09/19/2010,2010,2,Colts,11,38,14,Giants,16,Colts,11,-4,48.5,11,1,1,Lucas Oil Stadium,72,0,DOME
09/19/2010,2010,2,Cowboys,12,20,27,Bears,2,Cowboys,12,-7,41.5,2,0,1,Cowboys Stadium,72,0,DOME
09/19/2010,2010,2,Falcons,15,41,7,Cardinals,8,Falcons,15,-7,43.5,15,1,1,Georgia Dome,72,0,DOME
09/19/2010,2010,2,Jets,18,28,14,Patriots,22,Patriots,22,-3,39.5,18,0,1,MetLife Stadium,82,6,
09/19/2010,2010,2,Lions,19,32,35,Eagles,14,Eagles,14,-6.5,41,14,0,1,Ford Field,72,0,DOME
09/19/2010,2010,2,Packers,20,34,7,Bills,4,Packers,20,-13,43,20,1,0,Lambeau Field,58,4,
09/19/2010,2010,2,Panthers,21,7,20,Buccaneers,7,Panthers,21,-4,37.5,7,0,0,Bank of America Stadium,89,4,
09/19/2010,2010,2,Raiders,23,16,14,Rams,24,Raiders,23,-3,37.5,23,0,0,Oakland Coliseum,72,6,
09/19/2010,2010,2,Titans,30,11,19,Steelers,28,Titans,30,-6,37,28,0,0,Nissan Stadium,87,3,
09/19/2010,2010,2,Vikings,31,10,14,Dolphins,13,Vikings,31,-6,41,13,0,0,Mall of America Field,72,0,DOME
09/19/2010,2010,2,Washington,32,27,30,Texans,29,Texans,29,-3,42.5,29,0,1,FedEx Field,85,6,
09/20/2010,2010,2,49ers,1,22,25,Saints,26,Saints,26,-5,43.5,26,0,1,Candlestick Park,72,1,
09/26/2010,2010,3,Broncos,5,13,27,Colts,11,Colts,11,-6,47,11,1,0,Sports Authority Field at Mile High,85,6,
09/26/2010,2010,3,Buccaneers,7,13,38,Steelers,28,Steelers,28,-3,33,28,1,1,Raymond James Stadium,90,7,
09/26/2010,2010,3,Cardinals,8,24,23,Raiders,23,Cardinals,8,-5.5,39,8,0,1,University of Phoenix Stadium,72,0,DOME
09/26/2010,2010,3,Chiefs,10,31,10,49ers,1,49ers,1,-3,38,10,0,1,Arrowhead Stadium,57,1,
09/26/2010,2010,3,Dolphins,13,23,31,Jets,18,Dolphins,13,-2.5,36,18,0,1,Sun Life Stadium,84,9,
09/26/2010,2010,3,Giants,16,10,29,Titans,30,Giants,16,-3,43.5,30,0,0,MetLife Stadium,70,3,
09/26/2010,2010,3,Texans,29,13,27,Cowboys,12,Texans,29,-2.5,47.5,12,0,0,Reliant Stadium,82,8,DOME (Open Roof)
09/26/2010,2010,3,Jaguars,17,3,28,Eagles,14,Eagles,14,-3,45,14,1,0,EverBank Field,90,5,
09/26/2010,2010,3,Panthers,21,7,20,Bengals,3,Bengals,3,-3.5,37,3,1,0,Bank of America Stadium,67,8,Rain | Fog
09/26/2010,2010,3,Patriots,22,38,30,Bills,4,Patriots,22,-14.5,43,22,0,1,Gillette Stadium,68,11,
09/26/2010,2010,3,Rams,24,30,16,Washington,32,Washington,32,-5,39,24,0,1,Edward Jones Dome,72,0,DOME
09/26/2010,2010,3,Ravens,25,24,17,Browns,6,Ravens,25,-12.5,36.5,25,0,1,M&T Bank Stadium,77,6,Rain
09/26/2010,2010,3,Saints,26,24,27,Falcons,15,Saints,26,-3,49.5,15,0,1,Louisiana Superdome,72,0,DOME
09/26/2010,2010,3,Seahawks,27,27,20,Chargers,9,Chargers,9,-4,44,27,0,1,CenturyLink Field,66,10,Fog
09/26/2010,2010,3,Vikings,31,24,10,Lions,19,Vikings,31,-13,43,31,1,0,Mall of America Field,72,0,DOME
09/27/2010,2010,3,Bears,2,20,17,Packers,20,Packers,20,-3,46.5,2,0,0,Soldier Field,56,6,
10/03/2010,2010,4,Bills,4,14,38,Jets,18,Jets,18,-6,37,18,1,1,Ralph Wilson Stadium,51,1,Rain
10/03/2010,2010,4,Browns,6,23,20,Bengals,3,Bengals,3,-2.5,37,6,0,1,FirstEnergy Stadium,52,10,
10/03/2010,2010,4,Chargers,9,41,10,Cardinals,8,Chargers,9,-9.5,46.5,9,1,1,Qualcomm Stadium,72,8,
10/03/2010,2010,4,Eagles,14,12,17,Washington,32,Eagles,14,-5,43.5,32,0,0,Lincoln Financial Field,63,1,
10/03/2010,2010,4,Falcons,15,16,14,49ers,1,Falcons,15,-7,42.5,15,0,0,Georgia Dome,72,0,DOME
10/03/2010,2010,4,Giants,16,17,3,Bears,2,Giants,16,-3.5,44,16,1,0,MetLife Stadium,59,1,
10/03/2010,2010,4,Jaguars,17,31,28,Colts,11,Colts,11,-7,46,17,0,1,EverBank Field,81,1,
10/03/2010,2010,4,Packers,20,28,26,Lions,19,Packers,20,-14.5,46,20,0,1,Lambeau Field,52,8,
10/03/2010,2010,4,Raiders,23,24,31,Texans,29,Texans,29,-3.5,44,29,1,1,Oakland Coliseum,71,1,
10/03/2010,2010,4,Rams,24,20,3,Seahawks,27,Seahawks,27,-2,40,24,0,0,Edward Jones Dome,72,0,DOME
10/03/2010,2010,4,Saints,26,16,14,Panthers,21,Saints,26,-12.5,44,26,0,0,Louisiana Superdome,72,0,DOME
10/03/2010,2010,4,Steelers,28,14,17,Ravens,25,Steelers,28,-2.5,34.5,25,0,0,Heinz Field,52,5,
10/03/2010,2010,4,Titans,30,20,26,Broncos,5,Titans,30,-6.5,43.5,5,0,1,Nissan Stadium,54,1,
10/04/2010,2010,4,Dolphins,13,14,41,Patriots,22,Patriots,22,-1,48,22,1,1,Sun Life Stadium,81,1,
10/10/2010,2010,5,49ers,1,24,27,Eagles,14,49ers,1,-3,38.5,14,0,1,Candlestick Park,75,1,
10/10/2010,2010,5,Bengals,3,21,24,Buccaneers,7,Bengals,3,-7,38.5,7,0,1,Paul Brown Stadium,81,2,
10/10/2010,2010,5,Bills,4,26,36,Jaguars,17,Bills,4,-2.5,41.5,17,0,1,Ralph Wilson Stadium,63,1,
10/10/2010,2010,5,Browns,6,10,20,Falcons,15,Falcons,15,-3,41.5,15,1,0,FirstEnergy Stadium,66,9,
10/10/2010,2010,5,Cardinals,8,30,20,Saints,26,Saints,26,-7,45.5,8,0,1,University of Phoenix Stadium,72,0,DOME
10/10/2010,2010,5,Colts,11,19,9,Chiefs,10,Colts,11,-7.5,46.5,11,1,0,Lucas Oil Stadium,72,0,DOME
10/10/2010,2010,5,Cowboys,12,27,34,Titans,30,Cowboys,12,-7,43,30,0,1,Cowboys Stadium,72,0,DOME
10/10/2010,2010,5,Texans,29,10,34,Giants,16,Texans,29,-3,48.5,16,0,0,Reliant Stadium,79,6,DOME (Open Roof)
10/10/2010,2010,5,Lions,19,44,6,Rams,24,Lions,19,-3,42.5,19,1,1,Ford Field,72,0,DOME
10/10/2010,2010,5,Panthers,21,6,23,Bears,2,Panthers,21,-3,33,2,0,0,Bank of America Stadium,81,2,
10/10/2010,2010,5,Raiders,23,35,27,Chargers,9,Chargers,9,-7,44,23,0,1,Oakland Coliseum,71,0,
10/10/2010,2010,5,Ravens,25,31,17,Broncos,5,Ravens,25,-8,39.5,25,1,1,M&T Bank Stadium,70,6,
10/10/2010,2010,5,Washington,32,16,13,Packers,20,Packers,20,-3,45.5,32,0,0,FedEx Field,72,0,
10/11/2010,2010,5,Jets,18,29,20,Vikings,31,Jets,18,-4.5,40,18,1,1,MetLife Stadium,72,1,
10/17/2010,2010,6,49ers,1,17,9,Raiders,23,49ers,1,-7,41,1,1,0,Candlestick Park,59,1,
10/17/2010,2010,6,Bears,2,20,23,Seahawks,27,Bears,2,-6,38,27,0,1,Soldier Field,61,9,
10/17/2010,2010,6,Broncos,5,20,24,Jets,18,Jets,18,-3.5,43,18,1,1,Sports Authority Field at Mile High,73,4,
10/17/2010,2010,6,Buccaneers,7,6,31,Saints,26,Saints,26,-5.5,44,26,1,0,Raymond James Stadium,81,9,
10/17/2010,2010,6,Eagles,14,31,17,Falcons,15,Eagles,14,-1.5,43,14,1,1,Lincoln Financial Field,66,1,
10/17/2010,2010,6,Giants,16,28,20,Lions,19,Giants,16,-10,45.5,16,0,1,MetLife Stadium,63,9,
10/17/2010,2010,6,Texans,29,35,31,Chiefs,10,Texans,29,-4.5,46,29,0,1,Reliant Stadium,78,3,DOME (Open Roof)
10/17/2010,2010,6,Packers,20,20,23,Dolphins,13,Packers,20,-3,44,13,0,0,Lambeau Field,57,1,
10/17/2010,2010,6,Patriots,22,23,20,Ravens,25,Patriots,22,-3,44.5,22,0,0,Gillette Stadium,57,14,
10/17/2010,2010,6,Rams,24,20,17,Chargers,9,Chargers,9,-8.5,45,24,0,0,Edward Jones Dome,72,0,DOME
10/17/2010,2010,6,Steelers,28,28,10,Browns,6,Steelers,28,-14,37.5,28,1,1,Heinz Field,61,1,
10/17/2010,2010,6,Vikings,31,24,21,Cowboys,12,Vikings,31,-1.5,44,31,1,1,Mall of America Field,72,0,DOME
10/17/2010,2010,6,Washington,32,24,27,Colts,11,Colts,11,-3,45,11,0,1,FedEx Field,70,7,
10/18/2010,2010,6,Jaguars,17,3,30,Titans,30,Titans,30,-3,43.5,30,1,0,EverBank Field,75,8,
10/24/2010,2010,7,Bears,2,14,17,Washington,32,Bears,2,-3,40,32,0,0,Soldier Field,67,1,
10/24/2010,2010,7,Broncos,5,14,59,Raiders,23,Broncos,5,-7,43,23,0,1,Sports Authority Field at Mile High,63,9,
10/24/2010,2010,7,Buccaneers,7,18,17,Rams,24,Buccaneers,7,-3,39,7,0,0,Raymond James Stadium,84,9,
10/24/2010,2010,7,Chargers,9,20,23,Patriots,22,Chargers,9,-1.5,49.5,22,0,0,Qualcomm Stadium,69,7,
10/24/2010,2010,7,Chiefs,10,42,20,Jaguars,17,Chiefs,10,-9,39,10,1,1,Arrowhead Stadium,64,1,
10/24/2010,2010,7,Dolphins,13,22,23,Steelers,28,Steelers,28,-3,40.5,28,0,1,Sun Life Stadium,80,1,Rain | Fog
10/24/2010,2010,7,Falcons,15,39,32,Bengals,3,Falcons,15,-3.5,43,15,1,1,Georgia Dome,72,0,DOME
10/24/2010,2010,7,Packers,20,28,24,Vikings,31,Packers,20,-2.5,44.5,20,1,1,Lambeau Field,59,4,Fog
10/24/2010,2010,7,Panthers,21,23,20,49ers,1,49ers,1,-2.5,35.5,21,0,1,Bank of America Stadium,75,9,
10/24/2010,2010,7,Ravens,25,37,34,Bills,4,Ravens,25,-12.5,40,25,0,1,M&T Bank Stadium,72,5,
10/24/2010,2010,7,Saints,26,17,30,Browns,6,Saints,26,-12.5,44,6,0,1,Louisiana Superdome,72,0,DOME
10/24/2010,2010,7,Seahawks,27,22,10,Cardinals,8,Seahawks,27,-6.5,40.5,27,1,0,CenturyLink Field,52,12,Rain
10/24/2010,2010,7,Titans,30,37,19,Eagles,14,Titans,30,-3,42,30,1,1,Nissan Stadium,78,2,
10/25/2010,2010,7,Cowboys,12,35,41,Giants,16,Cowboys,12,-3.5,45.5,16,0,1,Cowboys Stadium,86,2,
10/31/2010,2010,8,49ers,1,24,16,Broncos,5,49ers,1,-2.5,41.5,1,1,0,Wembley Stadium,54,6,
10/31/2010,2010,8,Bengals,3,14,22,Dolphins,13,Bengals,3,-1,44,13,0,0,Paul Brown Stadium,54,1,
10/31/2010,2010,8,Cardinals,8,35,38,Buccaneers,7,Cardinals,8,-3,38,7,0,1,University of Phoenix Stadium,72,0,DOME
10/31/2010,2010,8,Chargers,9,33,25,Titans,30,Chargers,9,-6,45,9,1,1,Qualcomm Stadium,65,1,
10/31/2010,2010,8,Chiefs,10,13,10,Bills,4,Chiefs,10,-7,46,10,0,0,Arrowhead Stadium,51,1,
10/31/2010,2010,8,Cowboys,12,17,35,Jaguars,17,Cowboys,12,-6.5,44,17,0,1,Cowboys Stadium,72,0,DOME
10/31/2010,2010,8,Jets,18,0,9,Packers,20,Jets,18,-6,42,20,0,0,MetLife Stadium,57,1,
10/31/2010,2010,8,Lions,19,37,25,Washington,32,Lions,19,-3,45,19,1,1,Ford Field,72,0,DOME
10/31/2010,2010,8,Patriots,22,28,18,Vikings,31,Patriots,22,-5.5,45,22,1,1,Gillette Stadium,52,16,
10/31/2010,2010,8,Raiders,23,33,3,Seahawks,27,Raiders,23,-2,40.5,23,1,0,Oakland Coliseum,66,5,
10/31/2010,2010,8,Rams,24,20,10,Panthers,21,Rams,24,-2.5,37,24,1,0,Edward Jones Dome,72,0,DOME
10/31/2010,2010,8,Saints,26,20,10,Steelers,28,Saints,26,-1,45.5,26,1,0,Louisiana Superdome,72,0,DOME
11/01/2010,2010,8,Colts,11,30,17,Texans,29,Colts,11,-5.5,51,11,1,0,Lucas Oil Stadium,72,0,DOME
11/07/2010,2010,9,Bills,4,19,22,Bears,2,Bears,2,-3,41.5,2,0,0,Rogers Centre,72,0,DOME
11/07/2010,2010,9,Browns,6,34,14,Patriots,22,Patriots,22,-4,43.5,6,0,1,FirstEnergy Stadium,44,13,
11/07/2010,2010,9,Eagles,14,26,24,Colts,11,Eagles,14,-3,47,14,0,1,Lincoln Financial Field,52,1,
11/07/2010,2010,9,Falcons,15,27,21,Buccaneers,7,Falcons,15,-9,45.5,15,0,1,Georgia Dome,72,0,DOME
11/07/2010,2010,9,Texans,29,23,29,Chargers,9,Chargers,9,-3,49.5,9,1,1,Reliant Stadium,64,8,DOME (Open Roof)
11/07/2010,2010,9,Lions,19,20,23,Jets,18,Jets,18,-5.5,42,18,0,1,Ford Field,72,0,DOME
11/07/2010,2010,9,Packers,20,45,7,Cowboys,12,Packers,20,-7,45.5,20,1,1,Lambeau Field,43,3,
11/07/2010,2010,9,Panthers,21,3,34,Saints,26,Saints,26,-6.5,40.5,26,1,0,Bank of America Stadium,50,7,
11/07/2010,2010,9,Raiders,23,23,20,Chiefs,10,PICK,0,0,41,23,0,1,Oakland Coliseum,63,9,Rain | Fog
11/07/2010,2010,9,Ravens,25,26,10,Dolphins,13,Ravens,25,-5,41,25,1,0,M&T Bank Stadium,50,1,
11/07/2010,2010,9,Seahawks,27,7,41,Giants,16,Giants,16,-7.5,40.5,16,1,1,CenturyLink Field,56,15,
11/07/2010,2010,9,Vikings,31,27,24,Cardinals,8,Vikings,31,-7.5,42.5,31,0,1,Mall of America Field,72,0,DOME
11/08/2010,2010,9,Bengals,3,21,27,Steelers,28,Steelers,28,-5.5,41.5,28,1,1,Paul Brown Stadium,46,2,
11/11/2010,2010,10,Falcons,15,26,21,Ravens,25,Falcons,15,-1,44,15,1,1,Georgia Dome,72,0,DOME
11/14/2010,2010,10,49ers,1,23,20,Rams,24,49ers,1,-4.5,39,1,0,1,Candlestick Park,74,5,
11/14/2010,2010,10,Bears,2,27,13,Vikings,31,Vikings,31,-1,41.5,2,0,0,Soldier Field,44,2,
11/14/2010,2010,10,Bills,4,14,12,Lions,19,Bills,4,-1.5,45,4,1,0,Ralph Wilson Stadium,58,1,
11/14/2010,2010,10,Broncos,5,49,29,Chiefs,10,Chiefs,10,-1,44.5,5,0,1,Sports Authority Field at Mile High,43,6,
11/14/2010,2010,10,Browns,6,20,26,Jets,18,Jets,18,-3.5,37,18,1,1,FirstEnergy Stadium,46,1,
11/14/2010,2010,10,Buccaneers,7,31,16,Panthers,21,Buccaneers,7,-7,37,7,1,1,Raymond James Stadium,75,7,
11/14/2010,2010,10,Cardinals,8,18,36,Seahawks,27,Cardinals,8,-4,41.5,27,0,1,University of Phoenix Stadium,72,0,DOME
11/14/2010,2010,10,Colts,11,23,17,Bengals,3,Colts,11,-7,47,11,0,0,Lucas Oil Stadium,72,0,DOME
11/14/2010,2010,10,Dolphins,13,29,17,Titans,30,Dolphins,13,-1,43,13,1,1,Sun Life Stadium,80,9,
11/14/2010,2010,10,Giants,16,20,33,Cowboys,12,Giants,16,-12.5,46.5,12,0,1,MetLife Stadium,63,8,
11/14/2010,2010,10,Jaguars,17,31,24,Texans,29,PICK,0,0,48.5,17,0,1,EverBank Field,70,5,
11/14/2010,2010,10,Steelers,28,26,39,Patriots,22,Steelers,28,-4.5,45,22,0,1,Heinz Field,50,8,Rain
11/15/2010,2010,10,Washington,32,28,59,Eagles,14,Eagles,14,-3.5,43.5,14,1,1,FedEx Field,52,3,
11/18/2010,2010,11,Dolphins,13,0,16,Bears,2,Dolphins,13,-2,40,2,0,0,Sun Life Stadium,80,8,
11/21/2010,2010,11,49ers,1,0,21,Buccaneers,7,49ers,1,-3.5,41.5,7,0,0,Candlestick Park,54,2,
11/21/2010,2010,11,Bengals,3,31,49,Bills,4,Bengals,3,-4,41,4,0,1,Paul Brown Stadium,65,1,
11/21/2010,2010,11,Chiefs,10,31,13,Cardinals,8,Chiefs,10,-7,45,10,1,0,Arrowhead Stadium,66,2,
