schedule_date,schedule_season,schedule_week,team_home,home_id,score_home,score_away,team_away,away_id,team_favorite,favorite_id,spread_favorite,over_under_line,winner,cover,over,stadium,weather_temperature,weather_wind_mph,weather_detail
12/23/2001,2001,15,Falcons,15,33,30,Bills,4,Falcons,15,-4,41,15,0,1,Georgia Dome,72,0,DOME
12/23/2001,2001,15,Giants,16,27,24,Seahawks,27,Giants,16,-3,34,16,0,1,Giants Stadium,39,9,
12/23/2001,2001,15,Packers,20,30,7,Browns,6,Packers,20,-7.5,37,20,1,0,Lambeau Field,30,17,
12/23/2001,2001,15,Panthers,21,32,38,Rams,24,Rams,24,-12.5,46.5,24,0,1,Bank of America Stadium,44,9,
12/23/2001,2001,15,Ravens,25,16,0,Bengals,3,Ravens,25,-10.5,33.5,25,1,0,M&T Bank Stadium,36,7,
12/23/2001,2001,15,Steelers,28,47,14,Lions,19,Steelers,28,-10,36,28,1,1,Heinz Field,40,8,
12/23/2001,2001,15,Vikings,31,3,33,Jaguars,17,Vikings,31,-2.5,45.5,17,0,0,Hubert H. Humphrey Metrodome,72,0,DOME
12/23/2001,2001,15,Washington,32,15,20,Bears,2,Washington,32,-1,33,2,0,1,FedEx Field,41,11,
12/29/2001,2001,16,Buccaneers,7,22,10,Ravens,25,Buccaneers,7,-1.5,34,7,1,0,Raymond James Stadium,67,9,
12/30/2001,2001,16,Bengals,3,26,23,Steelers,28,Steelers,28,-8,33.5,3,0,1,Paul Brown Stadium,17,11,
12/30/2001,2001,16,Broncos,5,23,17,Raiders,23,Broncos,5,-1,41,5,1,0,Sports Authority Field at Mile High,21,10,
12/30/2001,2001,16,Chargers,9,22,25,Seahawks,27,Chargers,9,-1.5,39,27,0,1,Qualcomm Stadium,59,5,
12/30/2001,2001,16,Cowboys,12,27,21,49ers,1,49ers,1,-6.5,39.5,12,0,1,Texas Stadium,34,12,
12/30/2001,2001,16,Dolphins,13,21,14,Falcons,15,Dolphins,13,-7,38.5,13,0,0,Sun Life Stadium,70,4,
12/30/2001,2001,16,Eagles,14,24,21,Giants,16,Eagles,14,-5,34.5,14,0,1,Veterans Stadium,28,16,
12/30/2001,2001,16,Jaguars,17,26,30,Chiefs,10,Jaguars,17,-4.5,40,10,0,1,EverBank Field,55,10,
12/30/2001,2001,16,Jets,18,9,14,Bills,4,Jets,18,-7,37,4,0,0,Giants Stadium,29,19,
12/30/2001,2001,16,Lions,19,0,24,Bears,2,Bears,2,-5.5,38.5,2,1,0,Pontiac Silverdome,72,0,DOME
12/30/2001,2001,16,Packers,20,24,13,Vikings,31,Packers,20,-12,40,20,0,0,Lambeau Field,13,14,
12/30/2001,2001,16,Panthers,21,7,30,Cardinals,8,Panthers,21,-1,39.5,8,0,0,Bank of America Stadium,36,7,
12/30/2001,2001,16,Rams,24,42,17,Colts,11,Rams,24,-13,58.5,24,1,1,Edward Jones Dome,72,0,DOME
12/30/2001,2001,16,Saints,26,10,40,Washington,32,Saints,26,-5,39.5,32,0,1,Louisiana Superdome,72,0,DOME
12/30/2001,2001,16,Titans,30,38,41,Browns,6,Titans,30,-5,37.5,6,0,1,Nissan Stadium,24,7,
09/05/2002,2002,1,Giants,16,13,16,49ers,1,49ers,1,-4,39,1,0,0,Giants Stadium,75,12,
09/08/2002,2002,1,Bears,2,27,23,Vikings,31,Bears,2,-4.5,41,2,0,1,Memorial Stadium (Champaign),76,5,
09/08/2002,2002,1,Bengals,3,6,34,Chargers,9,Bengals,3,-3,37,9,0,1,Paul Brown Stadium,81,5,
09/08/2002,2002,1,Bills,4,31,37,Jets,18,Jets,18,-3,43,18,1,1,Ralph Wilson Stadium,75,7,
09/08/2002,2002,1,Broncos,5,23,16,Rams,24,Rams,24,-3,51,5,0,0,Sports Authority Field at Mile High,73,13,
09/08/2002,2002,1,Browns,6,39,40,Chiefs,10,Browns,6,-2,36,10,0,1,FirstEnergy Stadium,78,7,
09/08/2002,2002,1,Buccaneers,7,20,26,Saints,26,Buccaneers,7,-6,37.5,26,0,1,Raymond James Stadium,82,7,
09/08/2002,2002,1,Dolphins,13,49,21,Lions,19,Dolphins,13,-9.5,35.5,13,1,1,Sun Life Stadium,83,9,
09/08/2002,2002,1,Texans,29,19,10,Cowboys,12,Cowboys,12,-8.5,33.5,29,0,0,Reliant Stadium,72,0,DOME
09/08/2002,2002,1,Jaguars,17,25,28,Colts,11,Colts,11,-3.5,44,11,0,1,EverBank Field,82,14,
09/08/2002,2002,1,Packers,20,37,34,Falcons,15,Packers,20,-7,42.5,20,0,1,Lambeau Field,72,6,
09/08/2002,2002,1,Panthers,21,10,7,Ravens,25,PICK,0,0,33,21,0,0,Bank of America Stadium,73,8,
09/08/2002,2002,1,Raiders,23,31,17,Seahawks,27,Raiders,23,-7.5,40,23,1,1,Oakland Coliseum,61,9,
09/08/2002,2002,1,Titans,30,27,24,Eagles,14,Titans,30,-2,37,30,1,1,Nissan Stadium,78,4,
09/08/2002,2002,1,Washington,32,31,23,Cardinals,8,Washington,32,-6,44.5,32,1,1,FedEx Field,73,5,
09/09/2002,2002,1,Patriots,22,30,14,Steelers,28,Steelers,28,-2.5,37.5,22,0,1,Gillette Stadium,78,8,
09/15/2002,2002,2,49ers,1,14,24,Broncos,5,49ers,1,-3.5,44,5,0,0,Candlestick Park,62,16,
09/15/2002,2002,2,Browns,6,20,7,Bengals,3,Browns,6,-3.5,39,6,1,0,FirstEnergy Stadium,72,10,
09/15/2002,2002,2,Chargers,9,24,3,Texans,29,Chargers,9,-13.5,34,9,1,0,Qualcomm Stadium,68,8,
09/15/2002,2002,2,Chiefs,10,16,23,Jaguars,17,Chiefs,10,-3.5,46,17,0,0,Arrowhead Stadium,67,9,
09/15/2002,2002,2,Colts,11,13,21,Dolphins,13,PICK,0,0,47,13,0,0,RCA Dome,72,0,DOME
09/15/2002,2002,2,Cowboys,12,21,13,Titans,30,Titans,30,-3.5,37.5,12,0,0,Texas Stadium,79,12,
09/15/2002,2002,2,Falcons,15,13,14,Bears,2,Falcons,15,-2.5,45,2,0,0,Georgia Dome,72,0,DOME
09/15/2002,2002,2,Jets,18,7,44,Patriots,22,Jets,18,-1,41,22,0,1,Giants Stadium,75,13,
09/15/2002,2002,2,Panthers,21,31,7,Lions,19,Panthers,21,-3,35.5,21,1,1,Bank of America Stadium,70,10,
09/15/2002,2002,2,Rams,24,21,26,Giants,16,Rams,24,-12,46,16,0,1,Edward Jones Dome,72,0,DOME
09/15/2002,2002,2,Ravens,25,0,25,Buccaneers,7,Buccaneers,7,-4.5,32,7,1,0,M&T Bank Stadium,73,8,
09/15/2002,2002,2,Saints,26,35,20,Packers,20,Packers,20,-2.5,45.5,26,0,1,Louisiana Superdome,72,0,DOME
09/15/2002,2002,2,Seahawks,27,13,24,Cardinals,8,Seahawks,27,-4,40.5,8,0,0,CenturyLink Field,61,7,
09/15/2002,2002,2,Steelers,28,17,30,Raiders,23,Steelers,28,-4,39.5,23,0,1,Heinz Field,71,7,
09/15/2002,2002,2,Vikings,31,39,45,Bills,4,Vikings,31,-3.5,49,4,0,1,Hubert H. Humphrey Metrodome,72,0,DOME
09/16/2002,2002,2,Washington,32,7,37,Eagles,14,Eagles,14,-3,44,14,1,0,FedEx Field,75,12,
09/22/2002,2002,3,49ers,1,20,10,Washington,32,49ers,1,-10,44,1,0,0,Candlestick Park,61,14,
09/22/2002,2002,3,Bears,2,23,29,Saints,26,Saints,26,-2,40.5,26,1,1,Memorial Stadium (Champaign),59,11,
09/22/2002,2002,3,Broncos,5,28,23,Bills,4,Broncos,5,-7.5,47,5,0,1,Sports Authority Field at Mile High,52,13,
09/22/2002,2002,3,Cardinals,8,15,23,Chargers,9,Chargers,9,-2.5,39,9,1,0,University of Phoenix Stadium,89,6,
09/22/2002,2002,3,Dolphins,13,30,3,Jets,18,Dolphins,13,-6,40.5,13,1,0,Sun Life Stadium,83,12,
09/22/2002,2002,3,Eagles,14,44,13,Cowboys,12,Eagles,14,-10,36.5,14,1,1,Veterans Stadium,77,9,
09/22/2002,2002,3,Falcons,15,30,3,Bengals,3,Falcons,15,-7,42.5,15,1,0,Georgia Dome,72,0,DOME
09/22/2002,2002,3,Giants,16,9,6,Seahawks,27,Giants,16,-5.5,39,16,0,0,Giants Stadium,76,12,
09/22/2002,2002,3,Texans,29,3,23,Colts,11,Colts,11,-10.5,38,11,1,0,Reliant Stadium,72,0,DOME
09/22/2002,2002,3,Lions,19,31,37,Packers,20,Packers,20,-7.5,44,20,0,1,Ford Field,72,0,DOME
09/22/2002,2002,3,Patriots,22,41,38,Chiefs,10,Patriots,22,-8.5,43.5,22,0,1,Gillette Stadium,74,12,
09/22/2002,2002,3,Titans,30,28,31,Browns,6,Titans,30,-4.5,40.5,6,0,1,Nissan Stadium,72,7,
09/22/2002,2002,3,Vikings,31,14,21,Panthers,21,Vikings,31,-6.5,44.5,21,0,0,Hubert H. Humphrey Metrodome,72,0,DOME
09/23/2002,2002,3,Buccaneers,7,26,14,Rams,24,Rams,24,-1.5,44,7,0,0,Raymond James Stadium,80,8,
09/29/2002,2002,4,Bengals,3,7,35,Buccaneers,7,Buccaneers,7,-6.5,33.5,7,1,1,Paul Brown Stadium,65,5,
09/29/2002,2002,4,Bills,4,33,27,Bears,2,Bills,4,-3,46.5,4,1,1,Ralph Wilson Stadium,57,9,
09/29/2002,2002,4,Cardinals,8,21,7,Giants,16,Giants,16,-3,38.5,8,0,0,University of Phoenix Stadium,83,10,
09/29/2002,2002,4,Chargers,9,21,14,Patriots,22,Patriots,22,-3,40.5,9,0,0,Qualcomm Stadium,67,9,
09/29/2002,2002,4,Chiefs,10,48,30,Dolphins,13,Dolphins,13,-3,44.5,10,0,1,Arrowhead Stadium,77,14,
09/29/2002,2002,4,Eagles,14,35,17,Texans,29,Eagles,14,-19,36,14,0,1,Veterans Stadium,65,7,
09/29/2002,2002,4,Jaguars,17,28,3,Jets,18,Jaguars,17,-3.5,41.5,17,1,0,EverBank Field,83,9,
09/29/2002,2002,4,Lions,19,26,21,Saints,26,Saints,26,-9,45,19,0,1,Ford Field,72,0,DOME
09/29/2002,2002,4,Packers,20,17,14,Panthers,21,Packers,20,-6.5,41.5,20,0,0,Lambeau Field,61,7,
09/29/2002,2002,4,Raiders,23,52,25,Titans,30,Raiders,23,-6.5,45,23,1,1,Oakland Coliseum,60,9,
09/29/2002,2002,4,Rams,24,10,13,Cowboys,12,Rams,24,-12,44,12,0,0,Edward Jones Dome,72,0,DOME
09/29/2002,2002,4,Seahawks,27,48,23,Vikings,31,Seahawks,27,-3,44,27,1,1,CenturyLink Field,57,11,
09/29/2002,2002,4,Steelers,28,16,13,Browns,6,Steelers,28,-6,44,28,0,0,Heinz Field,59,2,
09/30/2002,2002,4,Ravens,25,34,23,Broncos,5,Broncos,5,-9,35,25,0,1,M&T Bank Stadium,64,3,
10/06/2002,2002,5,49ers,1,37,13,Rams,24,49ers,1,-6,41.5,1,1,1,Candlestick Park,69,9,
10/06/2002,2002,5,Bills,4,31,49,Raiders,23,Raiders,23,-3,53.5,23,1,1,Ralph Wilson Stadium,55,9,
10/06/2002,2002,5,Broncos,5,26,9,Chargers,9,Broncos,5,-6.5,39.5,5,1,0,Sports Authority Field at Mile High,53,16,
10/06/2002,2002,5,Browns,6,21,26,Ravens,25,Browns,6,-6,36.5,25,0,1,FirstEnergy Stadium,57,10,
10/06/2002,2002,5,Colts,11,28,21,Bengals,3,Colts,11,-13.5,43,11,0,1,RCA Dome,72,0,DOME
10/06/2002,2002,5,Cowboys,12,17,21,Giants,16,Giants,16,-1.5,34.5,16,1,1,Texas Stadium,78,11,
10/06/2002,2002,5,Dolphins,13,26,13,Patriots,22,Dolphins,13,-3,43.5,13,1,0,Sun Life Stadium,82,9,
10/06/2002,2002,5,Falcons,15,6,20,Buccaneers,7,Falcons,15,-2.5,38.5,7,0,0,Georgia Dome,72,0,DOME
10/06/2002,2002,5,Jaguars,17,28,25,Eagles,14,Eagles,14,-3,42.5,17,0,1,EverBank Field,81,8,
10/06/2002,2002,5,Jets,18,25,29,Chiefs,10,Chiefs,10,-3,46.5,10,1,1,Giants Stadium,63,13,
10/06/2002,2002,5,Panthers,21,13,16,Cardinals,8,Panthers,21,-5,35,8,0,0,Bank of America Stadium,71,7,
10/06/2002,2002,5,Saints,26,32,29,Steelers,28,Saints,26,-3,43.5,26,0,1,Louisiana Superdome,72,0,DOME
10/06/2002,2002,5,Titans,30,14,31,Washington,32,Titans,30,-3.5,43.5,32,0,1,Nissan Stadium,65,6,
10/07/2002,2002,5,Bears,2,21,34,Packers,20,Bears,2,-1,44,20,0,1,Memorial Stadium (Champaign),50,10,
10/13/2002,2002,6,Bengals,3,7,34,Steelers,28,Steelers,28,-6.5,40.5,28,1,1,Paul Brown Stadium,58,12,
10/13/2002,2002,6,Broncos,5,22,24,Dolphins,13,Broncos,5,-3.5,41,13,0,1,Sports Authority Field at Mile High,45,8,
10/13/2002,2002,6,Buccaneers,7,17,3,Browns,6,Buccaneers,7,-7.5,36.5,7,1,0,Raymond James Stadium,79,7,
10/13/2002,2002,6,Chargers,9,35,34,Chiefs,10,Chargers,9,-3,46.5,9,0,1,Qualcomm Stadium,65,9,
10/13/2002,2002,6,Colts,11,22,20,Ravens,25,Colts,11,-6.5,42,11,0,0,RCA Dome,72,0,DOME
10/13/2002,2002,6,Cowboys,12,14,13,Panthers,21,Cowboys,12,-2,35,12,0,0,Texas Stadium,63,19,
10/13/2002,2002,6,Giants,16,10,17,Falcons,15,Giants,16,-6,35.5,15,0,0,Giants Stadium,59,10,
10/13/2002,2002,6,Texans,29,24,31,Bills,4,Bills,4,-7,44,4,0,1,Reliant Stadium,72,0,DOME
10/13/2002,2002,6,Patriots,22,10,28,Packers,20,Patriots,22,-4.5,47,20,0,0,Gillette Stadium,57,14,
10/13/2002,2002,6,Rams,24,28,13,Raiders,23,Raiders,23,-7,49,24,0,0,Edward Jones Dome,72,0,DOME
10/13/2002,2002,6,Titans,30,23,14,Jaguars,17,Jaguars,17,-1.5,44,30,0,0,Nissan Stadium,63,10,
10/13/2002,2002,6,Vikings,31,31,24,Lions,19,Vikings,31,-4.5,49,31,1,1,Hubert H. Humphrey Metrodome,72,0,DOME
10/13/2002,2002,6,Washington,32,27,43,Saints,26,Saints,26,-1.5,45.5,26,1,1,FedEx Field,65,7,
10/14/2002,2002,6,Seahawks,27,21,28,49ers,1,49ers,1,-3,43.5,1,1,1,CenturyLink Field,51,11,
10/20/2002,2002,7,Browns,6,34,17,Texans,29,Browns,6,-8.5,36.5,6,1,1,FirstEnergy Stadium,46,8,
10/20/2002,2002,7,Cardinals,8,9,6,Cowboys,12,Cardinals,8,-3.5,36.5,8,0,0,University of Phoenix Stadium,74,5,
10/20/2002,2002,7,Chiefs,10,34,37,Broncos,5,Broncos,5,-3,50.5,5,0,1,Arrowhead Stadium,45,7,
10/20/2002,2002,7,Dolphins,13,10,23,Bills,4,Dolphins,13,-6,45.5,4,0,0,Sun Life Stadium,80,5,
10/20/2002,2002,7,Eagles,14,20,10,Buccaneers,7,Eagles,14,-3,37,14,1,0,Veterans Stadium,57,9,
10/20/2002,2002,7,Falcons,15,30,0,Panthers,21,Falcons,15,-4,35.5,15,1,0,Georgia Dome,72,0,DOME
10/20/2002,2002,7,Jets,18,20,7,Vikings,31,Jets,18,-3,49,18,1,0,Giants Stadium,56,13,
10/20/2002,2002,7,Lions,19,23,20,Bears,2,Bears,2,-3,44.5,19,0,0,Ford Field,72,0,DOME
10/20/2002,2002,7,Packers,20,30,9,Washington,32,Packers,20,-7,48,20,1,0,Lambeau Field,38,11,
10/20/2002,2002,7,Raiders,23,21,27,Chargers,9,Raiders,23,-7,47,9,0,1,Oakland Coliseum,60,9,
10/20/2002,2002,7,Rams,24,37,20,Seahawks,27,Rams,24,-6.5,44.5,24,1,1,Edward Jones Dome,72,0,DOME
10/20/2002,2002,7,Ravens,25,17,10,Jaguars,17,Jaguars,17,-1.5,38,25,0,0,M&T Bank Stadium,56,4,
10/20/2002,2002,7,Saints,26,35,27,49ers,1,Saints,26,-1.5,48.5,26,1,1,Louisiana Superdome,72,0,DOME
10/21/2002,2002,7,Steelers,28,28,10,Colts,11,Steelers,28,-4.5,46,28,1,0,Heinz Field,44,4,
10/27/2002,2002,8,49ers,1,38,28,Cardinals,8,49ers,1,-8.5,40.5,1,1,1,Candlestick Park,56,9,
10/27/2002,2002,8,Bengals,3,24,30,Titans,30,Titans,30,-4.5,42,30,1,1,Paul Brown Stadium,50,6,
10/27/2002,2002,8,Bills,4,24,17,Lions,19,Bills,4,-7.5,50,4,0,0,Ralph Wilson Stadium,46,12,
10/27/2002,2002,8,Chiefs,10,20,10,Raiders,23,Raiders,23,-2.5,55.5,10,0,0,Arrowhead Stadium,41,11,
10/27/2002,2002,8,Cowboys,12,14,17,Seahawks,27,Cowboys,12,-2,37,27,0,0,Texas Stadium,60,8,
10/27/2002,2002,8,Jaguars,17,19,21,Texans,29,Jaguars,17,-11,38,29,0,1,EverBank Field,73,7,
10/27/2002,2002,8,Jets,18,21,24,Browns,6,Jets,18,-3,44,6,0,1,Giants Stadium,54,14,
10/27/2002,2002,8,Panthers,21,9,12,Buccaneers,7,Buccaneers,7,-8,31.5,7,0,0,Bank of America Stadium,63,5,
10/27/2002,2002,8,Patriots,22,16,24,Broncos,5,Patriots,22,-3,46,5,0,0,Gillette Stadium,50,14,
10/27/2002,2002,8,Ravens,25,18,31,Steelers,28,Steelers,28,-3,37.5,28,1,1,M&T Bank Stadium,54,7,
10/27/2002,2002,8,Saints,26,35,37,Falcons,15,Saints,26,-3.5,47,15,0,1,Louisiana Superdome,72,0,DOME
10/27/2002,2002,8,Vikings,31,25,7,Bears,2,Vikings,31,-2,46,31,1,0,Hubert H. Humphrey Metrodome,72,0,DOME
10/27/2002,2002,8,Washington,32,26,21,Colts,11,Washington,32,-1,46,32,1,1,FedEx Field,58,8,
10/28/2002,2002,8,Eagles,14,17,3,Giants,16,Eagles,14,-7,38.5,14,1,0,Veterans Stadium,51,7,
11/03/2002,2002,9,Bears,2,13,19,Eagles,14,Eagles,14,-7,37.5,14,0,0,Memorial Stadium (Champaign),35,8,
11/03/2002,2002,9,Bills,4,7,38,Patriots,22,Bills,4,-3,47.5,22,0,0,Ralph Wilson Stadium,36,10,
11/03/2002,2002,9,Browns,6,20,23,Steelers,28,Steelers,28,-3.5,44,28,0,0,FirstEnergy Stadium,39,8,
11/03/2002,2002,9,Buccaneers,7,38,24,Vikings,31,Buccaneers,7,-7.5,37,7,1,1,Raymond James Stadium,68,6,
11/03/2002,2002,9,Cardinals,8,14,27,Rams,24,Rams,24,-5,43.5,24,1,0,University of Phoenix Stadium,70,4,
11/03/2002,2002,9,Chargers,9,13,44,Jets,18,Chargers,9,-8.5,41,18,0,1,Qualcomm Stadium,60,8,
11/03/2002,2002,9,Colts,11,15,23,Titans,30,Colts,11,-3,47,30,0,0,RCA Dome,72,0,DOME
11/03/2002,2002,9,Falcons,15,20,17,Ravens,25,Falcons,15,-7,40.5,15,0,0,Georgia Dome,72,0,DOME
11/03/2002,2002,9,Giants,16,24,17,Jaguars,17,Giants,16,-3,35.5,16,1,1,Giants Stadium,43,13,
11/03/2002,2002,9,Texans,29,3,38,Bengals,3,Texans,29,-2.5,36.5,3,0,1,Reliant Stadium,72,0,DOME
11/03/2002,2002,9,Lions,19,9,7,Cowboys,12,Lions,19,-3,37,19,0,0,Ford Field,72,0,DOME
11/03/2002,2002,9,Raiders,23,20,23,49ers,1,Raiders,23,-3,49.5,1,0,0,Oakland Coliseum,55,6,
11/03/2002,2002,9,Seahawks,27,3,14,Washington,32,Seahawks,27,-2,41.5,32,0,0,CenturyLink Field,41,3,
11/04/2002,2002,9,Packers,20,24,10,Dolphins,13,Packers,20,-4.5,41.5,20,1,0,Lambeau Field,37,8,
11/10/2002,2002,10,49ers,1,17,13,Chiefs,10,49ers,1,-5,49,1,0,0,Candlestick Park,59,13,
11/10/2002,2002,10,Bears,2,30,33,Patriots,22,Patriots,22,-5,39,22,0,1,Memorial Stadium (Champaign),60,19,
11/10/2002,2002,10,Cardinals,8,6,27,Seahawks,27,Cardinals,8,-3,37,27,0,0,University of Phoenix Stadium,73,13,
11/10/2002,2002,10,Eagles,14,13,35,Colts,11,Eagles,14,-9.5,41.5,11,0,1,Veterans Stadium,63,12,
11/10/2002,2002,10,Jaguars,17,26,7,Washington,32,Jaguars,17,-1.5,39.5,17,1,0,EverBank Field,73,11,
11/10/2002,2002,10,Jets,18,13,10,Dolphins,13,Jets,18,-2.5,39.5,18,1,0,Giants Stadium,59,11,
11/10/2002,2002,10,Packers,20,40,14,Lions,19,Packers,20,-10.5,42,20,1,1,Lambeau Field,52,10,
11/10/2002,2002,10,Panthers,21,24,34,Saints,26,Saints,26,-4,39.5,26,1,1,Bank of America Stadium,64,10,
11/10/2002,2002,10,Rams,24,28,24,Chargers,9,Rams,24,-6,44,24,0,1,Edward Jones Dome,72,0,DOME
11/10/2002,2002,10,Ravens,25,38,27,Bengals,3,Ravens,25,-4,37,25,1,1,M&T Bank Stadium,58,8,
11/10/2002,2002,10,Steelers,28,34,34,Falcons,15,Steelers,28,-5.5,42.5,0,0,1,Heinz Field,59,11,
11/10/2002,2002,10,Titans,30,17,10,Texans,29,Titans,30,-9,39.5,30,0,0,Nissan Stadium,71,17,
11/10/2002,2002,10,Vikings,31,20,27,Giants,16,Giants,16,-1.5,45,16,1,1,Hubert H. Humphrey Metrodome,72,0,DOME
11/11/2002,2002,10,Broncos,5,10,34,Raiders,23,Broncos,5,-6,45.5,23,0,0,Sports Authority Field at Mile High,36,11,
11/17/2002,2002,11,Bengals,3,20,27,Browns,6,Browns,6,-3,41.5,6,1,1,Paul Brown Stadium,35,12,
11/17/2002,2002,11,Buccaneers,7,23,10,Panthers,21,Buccaneers,7,-8,34.5,7,1,0,Raymond James Stadium,63,17,
11/17/2002,2002,11,Chargers,9,20,17,49ers,1,49ers,1,-2.5,43,9,0,0,Qualcomm Stadium,63,5,
11/17/2002,2002,11,Chiefs,10,17,16,Bills,4,Chiefs,10,-3.5,52.5,10,0,0,Arrowhead Stadium,39,12,
11/17/2002,2002,11,Colts,11,20,3,Cowboys,12,Colts,11,-6.5,39.5,11,1,0,RCA Dome,72,0,DOME
11/17/2002,2002,11,Dolphins,13,26,7,Ravens,25,Dolphins,13,-5,34.5,13,1,0,Sun Life Stadium,70,13,
11/17/2002,2002,11,Eagles,14,38,14,Cardinals,8,Eagles,14,-12,37.5,14,1,1,Veterans Stadium,43,17,
11/17/2002,2002,11,Falcons,15,24,17,Saints,26,Falcons,15,-1.5,51,15,1,0,Georgia Dome,72,0,DOME
11/17/2002,2002,11,Giants,16,19,17,Washington,32,Giants,16,-3.5,34.5,16,0,1,Giants Stadium,41,22,
11/17/2002,2002,11,Texans,29,21,24,Jaguars,17,Jaguars,17,-6.5,36.5,17,0,1,Reliant Stadium,72,0,DOME
11/17/2002,2002,11,Lions,19,14,31,Jets,18,Jets,18,-3,43,18,1,1,Ford Field,72,0,DOME
11/17/2002,2002,11,Raiders,23,27,20,Patriots,22,Raiders,23,-4.5,48,23,1,0,Oakland Coliseum,55,7,
11/17/2002,2002,11,Seahawks,27,9,31,Broncos,5,Broncos,5,-5.5,42.5,5,1,0,CenturyLink Field,49,14,
11/17/2002,2002,11,Titans,30,31,23,Steelers,28,Steelers,28,-3,44,30,0,1,Nissan Stadium,39,10,
11/17/2002,2002,11,Vikings,31,31,21,Packers,20,Packers,20,-6.5,50.5,31,0,1,Hubert H. Humphrey Metrodome,72,0,DOME
11/18/2002,2002,11,Rams,24,21,16,Bears,2,Rams,24,-10.5,43.5,24,0,0,Edward Jones Dome,72,0,DOME
11/24/2002,2002,12,Bears,2,20,17,Lions,19,Bears,2,-5,37.5,2,0,0,Memorial Stadium (Champaign),35,9,
11/24/2002,2002,12,Broncos,5,20,23,Colts,11,Broncos,5,-6,43,11,0,0,Sports Authority Field at Mile High,27,13,
11/24/2002,2002,12,Buccaneers,7,21,7,Packers,20,Buccaneers,7,-3,38.5,7,1,0,Raymond James Stadium,53,5,
11/24/2002,2002,12,Cardinals,8,20,41,Raiders,23,Raiders,23,-9.5,44,23,1,1,University of Phoenix Stadium,64,6,
11/24/2002,2002,12,Cowboys,12,21,19,Jaguars,17,Jaguars,17,-2.5,34,12,0,1,Texas Stadium,60,16,
11/24/2002,2002,12,Dolphins,13,30,3,Chargers,9,Dolphins,13,-4,36.5,13,1,0,Sun Life Stadium,67,7,
11/24/2002,2002,12,Texans,29,16,14,Giants,16,Giants,16,-5.5,34,29,0,0,Reliant Stadium,72,0,DOME
11/24/2002,2002,12,Jets,18,31,13,Bills,4,Jets,18,-3,45.5,18,1,0,Giants Stadium,44,18,
11/24/2002,2002,12,Panthers,21,0,41,Falcons,15,Falcons,15,-3.5,37,15,1,1,Bank of America Stadium,46,1,
11/24/2002,2002,12,Patriots,22,24,17,Vikings,31,Patriots,22,-8,47,22,0,0,Gillette Stadium,40,20,
11/24/2002,2002,12,Ravens,25,13,12,Titans,30,Titans,30,-2.5,38.5,25,0,0,M&T Bank Stadium,42,7,
11/24/2002,2002,12,Saints,26,15,24,Browns,6,Saints,26,-5.5,48.5,6,0,0,Louisiana Superdome,72,0,DOME
11/24/2002,2002,12,Seahawks,27,39,32,Chiefs,10,Chiefs,10,-3.5,44,27,0,1,CenturyLink Field,44,5,
11/24/2002,2002,12,Steelers,28,29,21,Bengals,3,Steelers,28,-10.5,44,28,0,1,Heinz Field,40,10,
11/24/2002,2002,12,Washington,32,20,17,Rams,24,Rams,24,-3.5,41,32,0,0,FedEx Field,44,6,
11/25/2002,2002,12,49ers,1,17,38,Eagles,14,49ers,1,-7,37.5,14,0,1,Candlestick Park,56,8,
11/28/2002,2002,13,Cowboys,12,27,20,Washington,32,Washington,32,-1,36.5,12,0,1,Texas Stadium,42,6,
11/28/2002,2002,13,Lions,19,12,20,Patriots,22,Patriots,22,-6,46,22,1,0,Ford Field,72,0,DOME
12/01/2002,2002,13,49ers,1,31,24,Seahawks,27,49ers,1,-8.5,43.5,1,0,1,Candlestick Park,56,5,
12/01/2002,2002,13,Bengals,3,23,27,Ravens,25,Ravens,25,-2.5,37.5,25,1,1,Paul Brown Stadium,26,13,
12/01/2002,2002,13,Bills,4,38,21,Dolphins,13,Dolphins,13,-2,37,4,0,1,Ralph Wilson Stadium,24,17,
12/01/2002,2002,13,Browns,6,6,13,Panthers,21,Browns,6,-7.5,34.5,21,0,0,FirstEnergy Stadium,26,19,
12/01/2002,2002,13,Chargers,9,30,27,Broncos,5,Broncos,5,-3,40,9,0,1,Qualcomm Stadium,58,6,
12/01/2002,2002,13,Chiefs,10,49,0,Cardinals,8,Chiefs,10,-9,47,10,1,1,Arrowhead Stadium,32,14,
12/01/2002,2002,13,Colts,11,19,3,Texans,29,Colts,11,-11.5,39.5,11,1,0,RCA Dome,72,0,DOME
12/01/2002,2002,13,Eagles,14,10,3,Rams,24,Rams,24,-2,38,14,0,0,Veterans Stadium,36,21,
12/01/2002,2002,13,Giants,16,29,32,Titans,30,Giants,16,-3,34,30,0,1,Giants Stadium,37,25,
12/01/2002,2002,13,Jaguars,17,23,25,Steelers,28,Steelers,28,-3,44,28,0,1,EverBank Field,55,11,
12/01/2002,2002,13,Packers,20,30,20,Bears,2,Packers,20,-9.5,37.5,20,1,1,Lambeau Field,19,12,
12/01/2002,2002,13,Saints,26,23,20,Buccaneers,7,Buccaneers,7,-1.5,40,26,0,1,Louisiana Superdome,72,0,DOME
12/01/2002,2002,13,Vikings,31,24,30,Falcons,15,Falcons,15,-3.5,47.5,15,1,1,Hubert H. Humphrey Metrodome,72,0,DOME
